ExtractDate,ItemCount,ReturnCode,FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine2,AddressLine3,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores,SchemeType,Longitude,Latitude,AddressLine1
17/08/2013,4378,Success,125765,54310/1454/0/000,Express Store,Retailers - other,4613,1454 Pollokshaws Road,Glasgow,G43 1RN,Improvement Required,fhis_improvement_required_en-GB,24/10/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.293577,55.828162,
17/08/2013,4378,Success,36346,10/00974/COM,F.A.R.E Drop In Cafe,Other catering premises,7841,31 Drumlanrig Avenue,Glasgow,,Pass,fhis_pass_en-GB,08/10/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.09814447,55.86886346,
17/08/2013,4378,Success,129958,60990/0079/0/000,Failte,Pub/bar/nightclub,7843,79 St Vincent Street,Glasgow,G2 5TF,Improvement Required,fhis_improvement_required_en-GB,27/10/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.255999,55.861114,
17/08/2013,4378,Success,36440,10/01103/COM,Failte Foods,Distributors/Transporters,7,130 Blochairn Road,Glasgow,G21 2DU,Pass,fhis_pass_en-GB,21/10/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.213723,55.869143,Keelings Warehouse
17/08/2013,4378,Success,131939,63510/1046/0/000,Fairdeal,Retailers - other,4613,1046 Tollcross Road,Glasgow,G32 8UW,Pass,fhis_pass_en-GB,13/05/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.173389,55.843548,
17/08/2013,4378,Success,23263,07/00669/COM,Fairfield Bar,Pub/bar/nightclub,7843,1151 Govan Road,Glasgow,G51 4RX,Pass,fhis_pass_en-GB,17/06/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.329605,55.864011,
17/08/2013,4378,Success,371810,59230/0085/0/000,Fairfield Bowling Club,Restaurant/Cafe/Canteen,1,85 Shieldhall Road,Glasgow,G51 4XA,Pass,fhis_pass_en-GB,21/05/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.328841,55.854723,
17/08/2013,4378,Success,91521,25330/0211/0/000,Fairfield Working Mens Club,Restaurant/Cafe/Canteen,1,211 Crossloan Road,Glasgow,G51 3QD,Pass,fhis_pass_en-GB,27/10/2009,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.323831,55.860192,
17/08/2013,4378,Success,108051,38370/0004/0/000,Fairprice,Retailers - other,4613,4 Hoddam Terrace,Glasgow,G45 0EE,Pass,fhis_pass_en-GB,25/11/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.218546,55.806837,
17/08/2013,4378,Success,45251,10980/0238/0/000,Faisal Food Store,Retailers - other,4613,238 Allison Street,Glasgow,G42 8RT,Improvement Required,fhis_improvement_required_en-GB,12/03/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.260802,55.83569,
17/08/2013,4378,Success,35744,10/00324/COM,Fajie's Local,Retailers - other,4613,2340 Dumbarton Road,Glasgow,G14 0JX,Improvement Required,fhis_improvement_required_en-GB,29/11/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.377544,55.887945,
17/08/2013,4378,Success,188099,11/01141/COM,Fanellis,Restaurant/Cafe/Canteen,1,71 Albion Street,Glasgow,G1 1NY,Pass,fhis_pass_en-GB,16/12/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.243579,55.858573,Unit 4
17/08/2013,4378,Success,53586,12070/1066/0/000,Fanny Trollops,Restaurant/Cafe/Canteen,1,1066 Argyle Street,Glasgow,G3 8LY,Pass,fhis_pass_en-GB,11/07/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.283491,55.864741,
17/08/2013,4378,Success,193915,12/00030/COM,Fantoosh Fish Ltd,Retailers - other,4613,537 Great Western Road,Glasgow,G12 8HN,Awaiting Inspection,fhis_awaiting_inspection_en-GB,18/01/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.282973,55.875517,
17/08/2013,4378,Success,45238,10980/0026/0/000,Far East Chinese Take-Away,Takeaway/sandwich shop,7844,26 Allison Street,Glasgow,G42 8NN,Pass,fhis_pass_en-GB,10/02/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.268822,55.836836,
17/08/2013,4378,Success,35490,10/00249/COM,Farah General Store,Retailers - other,4613,1085 Maryhill Road,Glasgow,G20 9AX,Improvement Required,fhis_improvement_required_en-GB,02/12/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.283446,55.885754,
17/08/2013,4378,Success,102748,34210/0133/0/000,Farmfood Freezer Centres,Retailers - other,4613,133 Glasgow Road,Glasgow,G69 6TA,Pass,fhis_pass_en-GB,09/06/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.128239,55.849208,
17/08/2013,4378,Success,94721,27890/0002/A/000,Farmfoods,Retailers - other,4613,2 Drakemire Drive,Glasgow,G44 5EL,Pass,fhis_pass_en-GB,13/05/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.245516,55.810167,
17/08/2013,4378,Success,81378,19850/0039/A/000,Farmfoods,Retailers - other,4613,39 Cambridge Street,Glasgow,G3 6ST,Pass,fhis_pass_en-GB,26/10/2005,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.26088,55.866183,
17/08/2013,4378,Success,132133,63830/0040/A/000,Farmfoods,Retailers - other,4613,40 Town Centre,Glasgow,G34 9DT,Pass,fhis_pass_en-GB,24/10/2003,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.122294,55.868517,
17/08/2013,4378,Success,124688,53150/1878/0/000,Farmfoods,Retailers - other,4613,1878 Paisley Road West,Glasgow,G52 3TN,Pass,fhis_pass_en-GB,01/07/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.345906,55.845708,
17/08/2013,4378,Success,112805,41960/0061/0/000,Farmfoods,Retailers - other,4613,61 Kinfauns Drive,Glasgow,G15 7TG,Pass,fhis_pass_en-GB,17/05/2004,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.372393,55.910711,
17/08/2013,4378,Success,200652,12/00125/COM,Farmfoods,Retailers - supermarkets/hypermarkets,7840,991 Edinburgh Road,Glasgow,G33 3QE,Awaiting Inspection,fhis_awaiting_inspection_en-GB,15/02/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.161188,55.877654,
17/08/2013,4378,Success,129544,60390/0230/3/007,Farmfoods,Retailers - other,4613,230 Springburn Way,Glasgow,G21 1TS,Pass,fhis_pass_en-GB,10/05/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.228061,55.883381,Unit 14
17/08/2013,4378,Success,132667,64780/0440/3/002,Farmfoods,Retailers - other,4613,440 Victoria Road,Glasgow,G42 8YU,Pass,fhis_pass_en-GB,09/08/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.265402,55.835973,Unit 2
17/08/2013,4378,Success,27013,08/00799/COM,Farmfoods,Retailers - other,4613,763 Barrhead Road,Glasgow,,Pass,fhis_pass_en-GB,13/01/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,,,Unit 38
17/08/2013,4378,Success,133549,66370/0076/0/000,Farmfoods Freezer Centre,Retailers - other,4613,76 Westmuir Street,Glasgow,G31 5BJ,Pass,fhis_pass_en-GB,12/01/2002,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.195103,55.851305,
17/08/2013,4378,Success,128778,59010/0003/0/000,Farmfoods Limited,Retailers - supermarkets/hypermarkets,7840,3 Shawlands Arcade,Glasgow,,Pass,fhis_pass_en-GB,26/05/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.338458,55.803573,
17/08/2013,4378,Success,31203,09/00603/COM,Farmfoods Ltd,Retailers - other,4613,17 Stobhill Road,Glasgow,G21 3TX,Pass,fhis_pass_en-GB,13/12/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.23002,55.894382,
17/08/2013,4378,Success,48440,11/00291/COM,Farooq's Newsagent,Retailers - other,4613,182 Crossloan Road,Glasgow,G51 3QG,Pass,fhis_pass_en-GB,28/06/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.322662,55.860151,
17/08/2013,4378,Success,114326,43340/0009/0/000,Fasque Place Centre,Hospitals/Childcare/Caring Premises,5,9 Ladyloan Avenue,Glasgow,G15 8LE,Pass,fhis_pass_en-GB,13/03/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.378238,55.916782,
17/08/2013,4378,Success,360840,12/00416/COM,Fast Foods,Mobile caterer,7846,63 Jessie Street,Glasgow,G42 0PG,Pass,fhis_pass_en-GB,06/05/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.241869,55.834706,
17/08/2013,4378,Success,128884,59170/1078/0/000,Favourite Cafe,Retailers - other,4613,1078 Shettleston Road,Glasgow,G32 7PW,Improvement Required,fhis_improvement_required_en-GB,17/02/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.169985,55.851544,
17/08/2013,4378,Success,410612,12/00544/COM,Fazil King,Takeaway/sandwich shop,7844,357 Bilsland Drive,Glasgow,G20 9LT,Improvement Required,fhis_improvement_required_en-GB,29/06/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.272334,55.887964,
17/08/2013,4378,Success,35748,10/00326/COM,Fazil King,Takeaway/sandwich shop,7844,2077 Paisley Road West,Glasgow,G52 3JH,Improvement Required,fhis_improvement_required_en-GB,26/06/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.353494,55.845706,
17/08/2013,4378,Success,188120,11/01149/COM,Fazzi,Restaurant/Cafe/Canteen,1,65 Cambridge Street,Glasgow,G3 6QX,Improvement Required,fhis_improvement_required_en-GB,20/12/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.260107,55.866359,
17/08/2013,4378,Success,511154,13/00179/COM,Felix And Oscar,Restaurant/Cafe/Canteen,1,459 Great Western Road,Glasgow,G12 8HH,Improvement Required,fhis_improvement_required_en-GB,17/07/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.280988,55.874934,
17/08/2013,4378,Success,571732,13/00601/COM,Feliz Nino's,Mobile caterer,7846,1201 Duke Street,Glasgow,G31 5NZ,Awaiting Inspection,fhis_awaiting_inspection_en-GB,19/07/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.195682,55.853937,Unit D13
17/08/2013,4378,Success,193959,12/00066/COM,Feng Huang,Takeaway/sandwich shop,7844,1830 Maryhill Road,Glasgow,G20 0HD,Pass,fhis_pass_en-GB,12/01/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.297502,55.894947,
17/08/2013,4378,Success,80714,19570/0066/0/000,Ferguson Anderson House,Hospitals/Childcare/Caring Premises,5,66 Caldercuilt Road,Glasgow,G20 0AL,Pass,fhis_pass_en-GB,20/03/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.297608,55.900796,
17/08/2013,4378,Success,95729,28650/2338/0/000,Ferry Fryer,Takeaway/sandwich shop,7844,2338 Dumbarton Road,Glasgow,G14 0JX,Pass,fhis_pass_en-GB,07/10/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.377544,55.887945,
17/08/2013,4378,Success,19117,06/00354/COM,Festival Park Nursery,Hospitals/Childcare/Caring Premises,5,66 Lorne Street,Glasgow,G51 1DP,Pass and Eat Safe,fhis_pass_and_eat_safe_en-GB,13/09/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.288736,55.852833,
17/08/2013,4378,Success,133551,66370/0086/0/000,Fezzy's Convenience Store,Retailers - other,4613,86 Westmuir Street,Glasgow,G31 5BJ,Pass,fhis_pass_en-GB,07/10/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.195103,55.851305,
17/08/2013,4378,Success,100831,32630/0010/0/000,Fiddlers Bar,Pub/bar/nightclub,7843,10 Fortrose Street,Glasgow,G11 5NS,Pass,fhis_pass_en-GB,01/07/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.307024,55.87159,
17/08/2013,4378,Success,83804,20630/0981/0/000,Fiesta Fish N Chicken Bar,Takeaway/sandwich shop,7844,981 Carntyne Road,Glasgow,G32 6LY,Pass,fhis_pass_en-GB,07/02/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.167595,55.861984,
17/08/2013,4378,Success,17960,06/00052/COM,Fifi And Ally,Restaurant/Cafe/Canteen,1,48 Buchanan Street,Glasgow,G1 3JN,Pass,fhis_pass_en-GB,10/07/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.253456,55.859156,Unit 51 Level 2
17/08/2013,4378,Success,112547,41730/0137/0/000,Finlay's,Pub/bar/nightclub,7843,137 Kilmarnock Road,Glasgow,G41 3YT,Pass,fhis_pass_en-GB,19/06/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.283935,55.827659,
17/08/2013,4378,Success,10813,04/00319/COM,Fire Station (Central Command Headquarters),Restaurant/Cafe/Canteen,1,91 Port Dundas Road,Glasgow,G4 0ES,Pass,fhis_pass_en-GB,19/11/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.255474,55.868592,
17/08/2013,4378,Success,53598,12070/1323/0/000,Firebird,Pub/bar/nightclub,7843,1323 Argyle Street,Glasgow,G3 8TL,Pass,fhis_pass_en-GB,02/08/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.290304,55.866438,
17/08/2013,4378,Success,128364,58270/0341/0/000,Firewater,Pub/bar/nightclub,7843,341 Sauchiehall Street,Glasgow,G2 3HW,Pass,fhis_pass_en-GB,23/05/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.265169,55.865457,
17/08/2013,4378,Success,118092,47390/1972/0/000,First And Last,Pub/bar/nightclub,7843,1972 Maryhill Road,Glasgow,G20 0EF,Pass,fhis_pass_en-GB,14/06/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.299936,55.897427,
17/08/2013,4378,Success,132663,64780/0197/0/000,First Bus/Excelsior Catering,Restaurant/Cafe/Canteen,1,197 Victoria Road,Glasgow,G42 7AD,Pass,fhis_pass_en-GB,14/06/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.261965,55.84169,
17/08/2013,4378,Success,127832,57410/0008/0/000,First Stop Newsagent,Retailers - other,4613,8 Ruchazie Place,Glasgow,G33 3HA,Improvement Required,fhis_improvement_required_en-GB,06/06/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.176675,55.866902,
17/08/2013,4378,Success,92045,25770/0276/0/000,Fishmonger,Retailers - other,4613,276 Cumbernauld Road,Glasgow,G31 2UL,Pass,fhis_pass_en-GB,26/05/2009,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.208401,55.8624,
17/08/2013,4378,Success,534336,13/00238/COM,Fishy Business,Retailers - other,4613,1201 Duke Street,Glasgow,,Awaiting Inspection,fhis_awaiting_inspection_en-GB,12/03/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,,,
17/08/2013,4378,Success,89442,23910/0050/0/000,Fit Food Bistro,Restaurant/Cafe/Canteen,1,50 Couper Street,Glasgow,G4 0EA,Pass,fhis_pass_en-GB,24/03/2009,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.241922,55.868642,
17/08/2013,4378,Success,95632,28620/0597/0/000,Five Star Supersave,Retailers - other,4613,597 Duke Street,Glasgow,G31 1PZ,Improvement Required,fhis_improvement_required_en-GB,15/07/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.215122,55.858612,
17/08/2013,4378,Success,125742,54310/0680/0/000,Flames,Takeaway/sandwich shop,7844,680 Pollokshaws Road,Glasgow,G41 2QB,Pass,fhis_pass_en-GB,02/04/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.269359,55.837285,
17/08/2013,4378,Success,55858,12610/0139/0/000,Flames All In One,Takeaway/sandwich shop,7844,139 Ashfield Street,Glasgow,G22 6HH,Improvement Required,fhis_improvement_required_en-GB,15/05/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.249014,55.888455,
17/08/2013,4378,Success,49191,11/01109/COM,Flavour Glasgow,Restaurant/Cafe/Canteen,1,11 Kennedy Path,Glasgow,G4 0PP,Pass,fhis_pass_en-GB,17/06/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.243187,55.866462,
17/08/2013,4378,Success,30433,09/00194/COM,Florence House,Hospitals/Childcare/Caring Premises,5,70 Nimmo Drive,Glasgow,G51 3SG,Pass and Eat Safe,fhis_pass_and_eat_safe_en-GB,22/10/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.324104,55.858875,
17/08/2013,4378,Success,56020,12650/0025/0/000,Flourish House,Restaurant/Cafe/Canteen,1,25 Ashley Street,Glasgow,G3 6DR,Pass,fhis_pass_en-GB,13/11/2009,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.272957,55.869357,
17/08/2013,4378,Success,193982,07/00647/COM,Focal Point,Other catering premises,7841,195 Drumry Road East,Glasgow,G15 8NS,Pass,fhis_pass_en-GB,11/12/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.37504,55.908467,
17/08/2013,4378,Success,17863,06/00041/COM,Food 2 Go,Takeaway/sandwich shop,7844,14 Waterloo Street,Glasgow,G2 6DB,Pass,fhis_pass_en-GB,19/04/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.259935,55.860646,
17/08/2013,4378,Success,72657,16560/0305/0/000,Food 4 U,Takeaway/sandwich shop,7844,305 Blythswood Court,Glasgow,G2 7PH,Pass,fhis_pass_en-GB,19/04/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.26712,55.860262,
17/08/2013,4378,Success,36393,10/01055/COM,Food And Fodder,Retailers - other,4613,346 Duke Street,Glasgow,G31 1QZ,Pass,fhis_pass_en-GB,17/11/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.222143,55.858171,
17/08/2013,4378,Success,95716,28650/1560/0/000,Food And Wine Cellar,Retailers - other,4613,1560 Dumbarton Road,Glasgow,G14 9DB,Pass,fhis_pass_en-GB,06/06/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.352911,55.880194,
17/08/2013,4378,Success,124649,53150/0315/0/000,Food And Wine Cellar,Retailers - other,4613,315 Paisley Road West,Glasgow,G51 1LU,Pass,fhis_pass_en-GB,14/03/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.29205,55.851855,
17/08/2013,4378,Success,23134,07/00535/COM,Food Basket,Retailers - other,4613,515 Carntyne Road,Glasgow,G32 6JL,Improvement Required,fhis_improvement_required_en-GB,16/05/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.1914,55.859891,
17/08/2013,4378,Success,534343,13/00262/COM,Food Fellows,Restaurant/Cafe/Canteen,1,243 Ingram Street,Glasgow,G1 1DA,Awaiting Inspection,fhis_awaiting_inspection_en-GB,13/03/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.250967,55.859768,
17/08/2013,4378,Success,44670,10830/0417/0/000,Food On The Parade,Takeaway/sandwich shop,7844,417 Alexandra Parade,Glasgow,G31 3AD,Pass,fhis_pass_en-GB,01/03/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.222583,55.864751,
17/08/2013,4378,Success,34349,10/00110/COM,Food To Go/Food For Thought,Restaurant/Cafe/Canteen,1,65 Hillhead Street,Glasgow,G12 8QF,Pass,fhis_pass_en-GB,23/08/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.288254,55.873172,
17/08/2013,4378,Success,83603,20530/0168/0/000,Foodmarket,Retailers - other,4613,168 Carmyle Avenue,Glasgow,G32 8EE,Pass,fhis_pass_en-GB,14/05/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.157632,55.829877,
17/08/2013,4378,Success,511139,13/00124/COM,Foodonfive,Restaurant/Cafe/Canteen,1,43 Shamrock Street,Glasgow,G4 9LH,Awaiting Inspection,fhis_awaiting_inspection_en-GB,26/02/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.263028,55.868489,
17/08/2013,4378,Success,35023,10/00179/COM,Foodways,Retailers - other,4613,9 Fieldhead Square,Glasgow,G43 1HL,Improvement Required,fhis_improvement_required_en-GB,31/10/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.308772,55.814855,
17/08/2013,4378,Success,30629,09/00232/COM,Foong Yik,Takeaway/sandwich shop,7844,6 Lamlash Crescent,Glasgow,G33 3LQ,Improvement Required,fhis_improvement_required_en-GB,15/05/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.163221,55.866384,
17/08/2013,4378,Success,31156,09/00535/COM,Forbidden,Restaurant/Cafe/Canteen,1,96 Maxwell Street,Glasgow,G1 4AU,Pass,fhis_pass_en-GB,26/11/2011,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.255036,55.85635,
17/08/2013,4378,Success,26323,08/00257/COM,Fordneuk Accommodation And Alcohol Support Service,Hospitals/Childcare/Caring Premises,5,250 Broad Street,Glasgow,G40 2TR,Pass,fhis_pass_en-GB,25/01/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.218576,55.85109,
17/08/2013,4378,Success,100639,32460/0060/0/000,Forfar Avenue Care Home,Restaurant/Cafe/Canteen,1,60 Forfar Avenue,Glasgow,G52 3JF,Pass,fhis_pass_en-GB,09/04/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.353857,55.843785,
17/08/2013,4378,Success,18331,06/00108/COM,Forge Fruits,Retailers - other,4613,1201 Duke Street,Glasgow,G31 5NZ,Pass,fhis_pass_en-GB,04/06/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.195897,55.853501,Unit E5
17/08/2013,4378,Success,48966,11/00590/COM,Forge Market Cafe,Restaurant/Cafe/Canteen,1,1201 Duke Street,Glasgow,G31 5NZ,Pass,fhis_pass_en-GB,16/08/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.195897,55.853501,Cafeteria
17/08/2013,4378,Success,31278,09/00744/COM,Forge Mini Market,Takeaway/sandwich shop,7844,307 Westmuir Street,Glasgow,G31 5HP,Pass,fhis_pass_en-GB,07/06/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.208116,55.854661,
17/08/2013,4378,Success,34809,10/00157/COM,Forge Street Day Care,Hospitals/Childcare/Caring Premises,5,261 Forge Street,Glasgow,G21 2AR,Pass,fhis_pass_en-GB,29/10/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.208959,55.875322,
17/08/2013,4378,Success,507925,13/00132/COM,Forget Me Not Cafe,Restaurant/Cafe/Canteen,1,Millbrix Avenue,Glasgow,,Pass,fhis_pass_en-GB,02/07/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,,,
17/08/2013,4378,Success,44061,10710/0311/0/000,Forrest House,Hospitals/Childcare/Caring Premises,5,311 Albert Drive,Glasgow,G41 5RP,Pass,fhis_pass_en-GB,18/06/2012,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.27919,55.842882,
17/08/2013,4378,Success,125214,53720/0074/0/000,Fortrose Nursery School,Hospitals/Childcare/Caring Premises,5,74 Peel Street,Glasgow,G11 5LR,Pass,fhis_pass_en-GB,03/02/2010,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.310729,55.874217,
17/08/2013,4378,Success,132662,64780/0076/0/000,Fortune House,Takeaway/sandwich shop,7844,76 Victoria Road,Glasgow,G42 7AA,Improvement Required,fhis_improvement_required_en-GB,27/03/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.263423,55.841214,
17/08/2013,4378,Success,444497,12/00758/COM,Fortune House,Takeaway/sandwich shop,7844,1385 Gallowgate,Glasgow,G31 4EX,Improvement Required,fhis_improvement_required_en-GB,20/02/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.198747,55.851896,
17/08/2013,4378,Success,47594,11/00150/COM,Fortune Palace,Takeaway/sandwich shop,7844,1164 Argyle Street,Glasgow,G3 8TE,Improvement Required,fhis_improvement_required_en-GB,12/03/2013,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,-4.28642,55.865621,
